,symbol,address,city,state,zip_code,country,website,industry,sector,business_summary,date_pulled
215,EQ,2223 Avenida De La Playa,La Jolla,CA,92037,United States,http://equilliumbio.com,Biotechnology,Healthcare,"Equillium, Inc., a clinical-stage biotechnology company, develops products for autoimmune and inflammatory, or immuno-inflammatory disorders with unmet medical need. Its primary product candidate is itolizumab, a clinical-stage monoclonal antibody that targets the novel immune checkpoint receptor CD6, which is in Phase 1b/2 clinical trials for the treatment of acute graft-versus-host disease; and Phase 1 clinical trial for the treatment of asthma and lupus nephritis. The company was formerly known as Attenuate Biopharmaceuticals, Inc. and changed its name to Equillium, Inc. in May 2017. Equillium, Inc. was founded in 2017 and is headquartered in La Jolla, California....",2020-12-26
216,EQH,1290 Avenue Of The Americas,New York,NY,10104,United States,http://www.equitableholdings.com,Insurance—Diversified,Financial Services,"Equitable Holdings, Inc. operates as a diversified financial services company worldwide. The company operates through four segments: Individual Retirement, Group Retirement, Investment Management and Research, and Protection Solutions. The Individual Retirement segment offers a suite of variable annuity products primarily to affluent and high net worth individuals. The Group Retirement segment provides tax-deferred investment and retirement services or products to plans sponsored by educational entities, municipalities, and not-for-profit entities, as well as small and medium-sized businesses. The Investment Management and Research segment offers diversified investment management, research, and related solutions to a range of clients through institutional, retail, and private wealth management channels; and distributes its institutional research products and solutions. The Protection Solutions segment provides a range of universal life, indexed universal life, and term life produc...",2020-12-26
217,ERESU,7777 NW Beacon Square Boulevard,Boca Raton,FL,33487,United States,,Shell Companies,Financial Services,"East Resources Acquisition Company intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or related business combination with one or more businesses. The company was founded in 2020 and is based in Boca Raton, Florida....",2020-12-26
218,ESSCU,25 Mall Road,Burlington,MA,01803,United States,,Shell Companies,Financial Services,"East Stone Acquisition Corporation does not have significant operations. It focuses on providing technological services to the financial industry in North America and the Asia-Pacific. The company was founded in 2018 and is based in Burlington, Massachusetts....",2020-12-26
219,ESTA,Buildings B15 and 25,Alajuela,,,Costa Rica,http://www.establishmentlabs.com,Medical Devices,Healthcare,"Establishment Labs Holdings Inc., a medical technology company, manufactures and markets medical devices for aesthetic and reconstructive plastic surgery. The company primarily offers silicone gel-filled breast implants under Motiva Implants brand name. It also provides Divina 3D surgical simulation systems to plastic surgeons for use in pre-surgical patient consultations and planning; and distributes Puregraft line of products for autologous adipose tissue harvesting and redistribution. The company sells its products through exclusive distributors and direct sales force in 80 countries worldwide. Establishment Labs Holdings Inc. was founded in 2004 and is headquartered in Alajuela, Costa Rica....",2020-12-26
220,ESTC,800 West El Camino Real,Mountain View,CA,94040,United States,http://www.elastic.co,Software—Application,Technology,"Elastic N.V., a search company, delivers technology that enables users to search through structured and unstructured data for a range of consumer and enterprise applications. It primarily offers Elastic Stack, a set of software products that ingest and store data from various sources and formats, as well as perform search, analysis, and visualization. The company's Elastic Stack product comprises Elasticsearch, a distributed, real-time search and analytics engine, and data store for various types of data, including textual, numerical, geospatial, structured, and unstructured; Kibana, a user interface, management, and configuration interface for the Elastic Stack; Beats, a single-purpose data shippers for sending data from edge machines to Elasticsearch or Logstash; and Logstash, a data processing pipeline for ingesting data into Elasticsearch or other storage systems. It also provides software solutions on the Elastic Stack that address cases, including app search, site search, wo...",2020-12-26
221,ETACU,533 Airport Boulevard,Burlingame,CA,94010,United States,,Shell Companies,Financial Services,"E.Merge Technology Acquisition Corp. intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or related business combination with other businesses. It intends to focus on businesses in software and internet technology industries. The company was founded in 2020 and is based in Burlingame, California....",2020-12-26
222,ETNB,142 Sansome Street,San Francisco,CA,94104,United States,http://www.89bio.com,Biotechnology,Healthcare,"89bio, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of therapies for the treatment of liver and cardio-metabolic diseases. Its lead product candidate is BIO89-100, a glycoPEGylated analog of fibroblast growth factor 21 for the treatment of nonalcoholic steatohepatitis. The company also intends to develop BIO89-100 for the treatment of severe hypertriglyceridemia. 89bio, Inc. was founded in 2018 and is based in San Francisco, California....",2020-12-26
223,ETON,21925 West Field Parkway,Deer Park,IL,60010-7208,United States,http://www.etonpharma.com,Biotechnology,Healthcare,"Eton Pharmaceuticals, Inc., a specialty pharmaceutical company, focuses on developing and commercializing pharmaceutical products. The company offers Biorphen, a phenylephrine hydrochloride injection for the treatment of clinically important hypotension resulting primarily from vasodilation in the setting of anesthesia. It also develops EM-100, an ophthalmic product for the treatment of allergic conjunctivitis; ET-203, which is injectable product candidates for use in the hospital setting; ET-103, an oral liquid product candidate for hypothyroidism; ET-101 and ET-104, which are oral liquid product candidates for neurological indications; DS-300 and DS-100, which are injectable product candidates; and ET-105, a lamotrigine for oral suspension. Eton Pharmaceuticals, Inc. was founded in 2017 and is based in Deer Park, Illinois....",2020-12-26
224,ETTX,35 Gatehouse Drive,Waltham,MA,02451,United States,http://www.entasistx.com,Biotechnology,Healthcare,"Entasis Therapeutics Holdings Inc., a clinical-stage biopharmaceutical company, focuses on the discovery, development, and commercialization of novel antibacterial products to treat serious infections caused by multi-drug resistant gram-negative bacteria in the United States. It is involved in developing Sulbactam-durlobactam (SUL-DUR), a novel IV antibiotic that has completed Phase II clinical trial for the treatment of multi-drug resistant Acinetobacter infections; Zoliflodacin, a novel orally administered molecule that has completed Phase II clinical trial for the treatment of uncomplicated gonorrhea; ETX0282CPDP, an oral drug that is in Phase I clinical trial for the treatment of urinary tract infections; and ETX0462, a drug candidate from NBP platform that is in pre-clinical stage for the treatment of multidrug-resistant Gram-negative infections. The company has collaboration agreements with Zai Lab (Shanghai) Co., Ltd. for developing SUL-DUR. Entasis Therapeutics Holdings In...",2020-12-26
225,EUCRU,250 West 55Th Street,New York,NY,10019,United States,,Shell Companies,Financial Services,"Eucrates Biomedical Acquisition Corp. focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2020 and is based in New York, New York....",2020-12-26
226,EVER,210 Broadway,Cambridge,MA,02139,United States,http://www.everquote.com,Internet Content & Information,Communication Services,"EverQuote, Inc. operates an online marketplace for insurance shopping in the United States. Its online marketplace offers consumers shopping for auto, home and renters, life, health, and commercial insurance. The company serves carriers, agents, and indirect distributors and aggregators. The company was formerly known as AdHarmonics, Inc., and changed its name to EverQuote, Inc. in November 2014. EverQuote, Inc. was incorporated in 2008 and is headquartered in Cambridge, Massachusetts....",2020-12-26
227,EVLO,620 Memorial Drive,Cambridge,MA,02139,United States,http://www.evelobio.com,Biotechnology,Healthcare,"Evelo Biosciences, Inc., a biotechnology company, discovers and develops oral biologics for the treatment of inflammatory diseases and cancer. It is developing EDP1815, a monoclonal microbial candidate, which is in Phase 1b placebo-controlled dose-escalating safety and tolerability clinical study for the treatment of psoriasis or atopic dermatitis. The company is also developing monoclonal microbial candidates, which are in pre-clinical development stage include EDP1815 for treating psoriatic arthritis, rheumatoid arthritis, and axial spondyloarthritis; EDP1867 for asthma; EDP2939 for inflammatory disease; and EDP1632 for neuro-inflammatory diseases. In addition, it is developing EDP1503, a monoclonal microbial candidate, which is in Phase 1/2 clinical study for the treatment of colorectal cancer, triple-negative breast cancer, and melanoma, as well as patients who have relapsed on prior PD-1/L1 inhibitor treatment. The company was founded in 2014 and is headquartered in Cambridge...",2020-12-26
228,EVOP,South Tower,Atlanta,GA,30328,United States,http://www.evopayments.com,Software—Infrastructure,Technology,"EVO Payments, Inc. operates as an integrated merchant acquirer and payment processor in the Americas and Europe. Its payment and commerce solutions consist of gateway solutions, online fraud prevention and management reporting, online hosted payments page capabilities, cellphone-based SMS integrated payment collection services, security tokenization and encryption solutions at the point-of-sale, dynamic currency conversion, loyalty offers, and other ancillary solutions. The company also offers processing capabilities for specific industries and provides merchants with recurring billing, multi-currency authorization and settlement, and cross-border processing. In addition, it provides other services that enable through technical integrations with third-party providers. It offers its services to approximately 550,000 merchants. As of December 31, 2019, the company processed approximately 1.0 billion transactions in the Americas, which includes the United States, Canada, and Mexico; ...",2020-12-26
229,EXPCU,100 St. Paul Street,Denver,CO,80206,United States,,Shell Companies,Financial Services,"Experience Investment Corp. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other similar business combination with one or more operating businesses. The company was founded in 2019 and is based in Denver, Colorado....",2020-12-26
230,EYEN,295 Madison Avenue,New York,NY,10017,United States,http://www.eyenoviabio.com,Biotechnology,Healthcare,"Eyenovia, Inc., a clinical stage ophthalmic biopharmaceutical company, engages in developing a pipeline of microdose therapeutics utilizing its patented piezo-print delivery technology, branded the Optejet. It focuses on achieving clinical microdosing of next-generation formulations of ophthalmic pharmaceutical agents using its ocular delivery system, which has the potential to replace conventional eye dropper delivery and improve safety, tolerability, patient compliance, and topical delivery success for ophthalmic eye treatments. The company, through its proprietary delivery technology, is developing smart ophthalmic therapies while targeting new indications for which there are currently no drug therapies approved by the U.S. Food and Drug Administration. Eyenovia, Inc. focuses on advancing its MicroLine program for the improvement in near vision in patients with presbyopia in Phase III development. Its other product candidates include MicroProst, which is in Phase III clinical t...",2020-12-26
231,FAMI,"No. 307, Tianning Industrial Area",Lishui,,323000,China,http://www.farmmi88.com,Packaged Foods,Consumer Defensive,"Farmmi, Inc., through its subsidiaries, processes and sells agricultural products in China, the United States, Japan, Canada, Europe, and the Middle East. The company offers shiitake and Mu Er mushrooms; and other edible fungi products, including bamboo fungi, agrocybe aegerila, pleurotus eryngii, grifola frondosa, coprinus comatus, and hericium erinaceus. It also operates Farmmi Jicai, an online store that sells edible fungi products under the Forasen and Farmmi Liangpin brands; and Farmmi Liangpin Market, an online store that sells edible fungi products under the Farmmi Liangpin and Puyangtang brands, as well as other agricultural products purchased from third party manufacturers. In addition, it sells products to restaurants, cafeterias, and local specialty stores. Farmmi, Inc. was founded in 2015 and is headquartered in Lishui, China....",2020-12-26
232,FCACU,660 Madison Avenue,New York,NY,10065,United States,,Shell Companies,Financial Services,"Falcon Capital Acquisition Corp. intends to acquire assets and businesses through a merger, capital stock exchange, stock purchase, reorganization, or similar business combination. The company was founded in 2020 and is based in New York, New York.",2020-12-26
233,FDMT,5858 Horton Street,EmeryVille,CA,94608,United States,http://www.4dmoleculartherapeutics.com,Biotechnology,Healthcare,"4D Molecular Therapeutics, Inc. operates as a clinical-stage gene therapy company that develops product candidates using its targeted and evolved adeno-associated viruses vectors. It offers a portfolio of gene therapy product candidates focusing on the ophthalmology, cardiology, and pulmonology therapeutic areas. The company engages in developing 4D-125, which is in a Phase I/II clinical trial for the treatment of X-linked retinitis pigmentosa; 4D-110 that is in a Phase I clinical trial for the treatment of choroideremia; and 4D-310, which is in a Phase I/II clinical trial for the treatment of fabry disease. It also focuses on developing two investigational new drug candidates, which include 4D-150 for the treatment of wet age-related macular degeneration; and 4D-710 for the treatment of cystic fibrosis lung disease. The company was founded in 2013 and is headquartered in Emeryville, California....",2020-12-26
234,FHTX,100 Binney Street,Cambridge,MA,02142,United States,http://foghorntx.com,Biotechnology,Healthcare,"Foghorn Therapeutics Inc., a biopharmaceutical company, discovers and develops medicines targeting genetically determined dependencies within the chromatin regulatory system. The company uses its proprietary Gene Traffic Control platform to identify, validate, and potentially drug targets within the system. It is developing FHD-286, a small-molecule enzymatic inhibitor of BRG1 and BRM for the treatment of acute myeloid leukemia and uveal melanoma; and FHD-609, a small molecule protein degrader of BRD9 to treat patients with synovial sarcoma. The company is also developing preclinical and discovery programs, including selective BRM targeting non-small-cell lung cancer; and selective ARID1B modulators for bladder, ovarian, and endometrial cancer. It has a collaboration with Merck Sharp & Dohme Corp. to discover and develop novel oncology therapeutics against a transcription factor target. The company was founded in 2015 and is headquartered in Cambridge, Massachusetts....",2020-12-26
235,FIIIU,1615 South Congress Avenue,Delray Beach,FL,33445,United States,,Shell Companies,Financial Services,"Forum Merger III Corporation intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2019 and is based in Delray Beach, Florida....",2020-12-26
236,FIXX,One Patriots Park,Bedford,MA,01730,United States,http://www.homologymedicines.com,Biotechnology,Healthcare,"Homology Medicines, Inc., a genetic medicines company, focuses on transforming the lives of patients suffering from rare genetic diseases. Its proprietary platform is designed to utilize its human hematopoietic stem cell derived adeno-associated virus vectors (AAVHSCs) to deliver genetic medicines in vivo either through a gene therapy or nuclease-free gene editing across a range of genetic disorders. The company's various set of AAVHSCs allows company to target, through a single injection, a range of disease-relevant tissues, including the liver, central nervous system, peripheral nervous system, bone marrow, muscle, and eye. Its lead product candidate is HMI-102, which is in Phase 1/2 pheNIX clinical trial, a gene therapy for the treatment of phenylketonuria (PKU) in adults. The company also develops HMI-103 for the treatment of PKU in pediatric patients; and HMI-202 to treat metachromatic leukodystrophy. Homology Medicines, Inc. was founded in 2015 and is based in Bedford, Massa...",2020-12-26
237,FLACU,Two Union Square,Seattle,WA,98101,United States,,,,,2020-12-26
238,FMTX,500 Arsenal Street,Watertown,MA,02472,United States,http://www.formatherapeutics.com,Biotechnology,Healthcare,"Forma Therapeutics Holdings, Inc., a clinical-stage biopharmaceutical company, engages in the development and commercialization of novel therapeutics for treatment of rare hematologic diseases and cancers. Its core product candidates for development include FT-4202, which is Phase 1 trial for the treatment of sickle cell disease and other hemoglobinopathies; and FT-7051 for the treatment of metastatic castration-resistant prostate cancer. The company is also developing FT-2102, an oral selective small molecule investigational agent that is designed to bind to and inhibit mutated IDH1 enzymes, which is being evaluated in a Phase 2 trial for relapsed/refractory AML, as well as an exploratory Phase 1 trial for glioma; and FT-4101 and FT-8225, which are selective fatty acid synthase inhibitors. The company was founded in 2007 and is headquartered in Watertown, Massachusetts....",2020-12-26
239,FOCS,875 Third Avenue,New York,NY,10022-6220,United States,http://www.focusfinancialpartners.com,Capital Markets,Financial Services,"Focus Financial Partners Inc. provides wealth management services to primarily high net worth individuals and families. Its wealth management services include investment advice, financial and tax planning, consulting, tax return preparation, family office services, and other services. The company also offers recordkeeping and administration services; recommends financial products through commissions; and sells investment or insurance products. Focus Financial Partners Inc. was founded in 2006 and is headquartered in New York, New York....",2020-12-26
240,FOUR,2202 North Irving Street,Allentown,PA,18109,United States,http://www.shift4.com,Software—Infrastructure,Technology,"Shift4 Payments, Inc. provides integrated payment processing and technology solutions in the United States. Its payments platform provides omni-channel card acceptance and processing solutions, including end-to-end payment processing for various payment types; merchant acquiring; proprietary omni-channel gateway; complementary software integrations; integrated and mobile point-of-sale (POS) solutions; security and risk management solutions; and reporting and analytical tools, as well as tokenization, risk management/underwriting, payment device and chargeback management, fraud prevention, and gift card solutions. The company also offers suite of technology solutions, such as Lighthouse 5, a cloud-based business intelligence tool that includes customer engagement, social media management, online reputation management, scheduling, and product pricing, as well as reporting and analytics; integrated POS for merchants business; and Skytab, a mobile payment solution. In addition, it pro...",2020-12-26
241,FREQ,19 Presidential Way,Woburn,MA,01801,United States,http://www.frequencytx.com,Biotechnology,Healthcare,"Frequency Therapeutics, Inc., a clinical-stage biotechnology company, focuses on harnessing the body's innate biology to repair or reverse damage caused by a broad range of degenerative diseases. Its Progenitor Cell Activation approach, uses combinations of small molecules to activate progenitor cells within the body to create functional tissue. The company's lead product candidate is FX-322, which is in phase 2a clinical trial to treat the underlying cause of sensorineural hearing loss. It is also developing medicines for patients across a range of degenerative conditions, including multiple sclerosis, and diseases of the muscle, gastrointestinal tract, skin, and bone. Frequency Therapeutics, Inc. has a licencse and collaboration agreement with Astellas Pharma Inc. for the development and commercialization of FX-322. Frequency Therapeutics, Inc. was founded in 2014 and is headquartered in Woburn, Massachusetts....",2020-12-26
242,FRLN,Stevenage Bioscience Catalyst,Stevenage,,SG1 2FX,United Kingdom,http://www.freeline.life,Biotechnology,Healthcare,"Freeline Therapeutics Holdings plc operates as a clinical-stage systemic adeno-associated virus (AAV)-based gene therapy company. Its advanced product candidate is FLT180a, a gene therapy product candidate that is being evaluated in a Phase 1/2 dose-finding clinical trials in adult males for the treatment of patients with moderate or severe hemophilia B. The company's products also include FLT190, which is in dose-escalating Phase 1/2 clinical trials for the treatment of Fabry disease; FLT201, a liver-directed gene therapy product candidate to treat type 1 Gaucher disease; and FLT210, a liver-directed gene therapy product candidate for the treatment of hemophilia A. In addition, it has research programs in various indications for systemic gene therapy. The company was founded in 2015 and is headquartered in Stevenage, the United Kingdom....",2020-12-26
243,FROG,270 E Caribbean Drive,Sunnyvale,CA,94089,United States,http://www.jfrog.com,Software—Application,Technology,"JFrog Ltd. provides DevOps platform to achieve continuous software release management platform enabling organizations to deliver software updates across any system in the United States. Its platform acts as bridge between software development and deployment, which enable organizations to build and release software faster. The company's products include JFrog Artifactory, a package repository that allows teams and organizations to store, update, and manage their software packages at any scale; JFrog Pipelines to secure packages; JFrog Distribution that provides software package distribution with enterprise-grade performance; JFrog Artifactory Edge that utilizes and leverages metadata from JFrog Artifactory to facilitate the transfer of the incremental changes in software packages from their previous versions; JFrog Mission Control, a platform control panel that provides a view of moving pieces of an organization's CSRM workflow; and JFrog Insight, a DevOps intelligence tool. Its pr...",2020-12-26
244,FSDC,600 Montgomery Street,San Francisco,CA,94111,United States,,Shell Companies,Financial Services,"FS Development Corp. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses in the biotechnology sector. The company was founded in 2020 and is based in San Francisco, California....",2020-12-26
245,FSLY,475 Brannan Street,San Francisco,CA,94107,United States,http://www.fastly.com,Software—Application,Technology,"Fastly, Inc. operates an edge cloud platform for processing, serving, and securing its customer's applications. The edge cloud is a category of Infrastructure as a Service that enables developers to build, secure, and deliver digital experiences at the edge of the Internet. It is a programmable platform designed for Web and application delivery. As of December 31, 2019, the company's edge network spans 68 points-of-presence worldwide. It serves customers operating in digital publishing, media and entertainment, technology, online retail, travel and hospitality, and financial technology services industries. The company was formerly known as SkyCache, Inc. and changed its name to Fastly, Inc. in May 2012. Fastly, Inc. was founded in 2011 and is headquartered in San Francisco, California....",2020-12-26
246,FSRVU,1345 Avenue of the Americas,New York,NY,10105,United States,http://finservacquisition.com,Shell Companies,Financial Services,"Finserv Acquisition Corp. does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2019 and is based in New York....",2020-12-26
247,FTCH,The Bower,London,,EC1V 9NR,United Kingdom,http://aboutfarfetch.com,Internet Retail,Consumer Cyclical,"Farfetch Limited, through its subsidiary, Farfetch.com Limited, provides an online marketplace for luxury goods in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in three segments: Digital Platform, Brand Platform, and In-Store. The company operates Farfetch.com, an online marketplace, as well as Farfetch app for retailers and brands. It also offers web design, build, development, and retail distribution solutions for retailers and brands. In addition, the company operates two Browns retail stores in London; one Stadium Goods retail store in New York; and two New Guards Off-White stores in Las Vegas and New York. Further, it operates approximately 50 New Guards franchised retail stores. Farfetch Limited was founded in 2007 and is headquartered in London, the United Kingdom....",2020-12-26
248,FTCVU,2929 Arch Street,Philadelphia,PA,19104-2870,United States,,Shell Companies,Financial Services,"FinTech Acquisition Corp. V does not have significant operations. The company intends to acquire businesses or assets through a merger, capital stock exchange, stock purchase, reorganization, or other similar business transaction. The company was founded in 2019 and is based in Philadelphia, Pennsylvania....",2020-12-26
249,FTHM,211 New Edition Court,Cary,NC,27511,United States,http://www.FathomRealty.com,Real Estate Services,Real Estate,"Fathom Holdings Inc. provides cloud-based real estate brokerage services in the South, Atlantic, Southwest, and Western parts of the United States. It offers access to various properties for sale or lease through its Website, www.FathomRealty.com to buyers, sellers, landlords, and tenants. The company was founded in 2010 and is based in Cary, North Carolina....",2020-12-26
250,FTIVU,2929 Arch Street,Philadelphia,PA,19104-2870,United States,,Shell Companies,Financial Services,"FinTech Acquisition Corp. IV is a blank check company. It focuses to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other business combination with one or more businesses. The company was incorporated in 2018 and is based in Philadelphia, Pennsylvania....",2020-12-26
251,FTOCU,2929 Arch Street,Philadelphia,PA,19104,United States,,Shell Companies,Financial Services,"FTAC Olympus Acquisition Corp. is a blank check company. The company was incorporated in 2020 and is based in Philadelphia, Pennsylvania.",2020-12-26
252,FTSI,777 Main Street,Fort Worth,TX,76102,United States,http://www.ftsi.com,Oil & Gas Equipment & Services,Energy,"FTS International, Inc. provides hydraulic fracturing services in North America. Its services enhance hydrocarbon flow from oil and natural gas wells drilled by exploration and production companies (E&P), in shale and other unconventional resource formations. It operates in five unconventional basins in the United States, including the Permian Basin, the SCOOP/STACK Formation, the Marcellus/Utica Shale, the Eagle Ford Shale, and the Haynesville Shale. As of December 31, 2019, it had approximately 1.4 million hydraulic horsepower across 28 fleets. The company serves E&P companies that specialize in unconventional oil and natural gas resources. FTS International, Inc. was founded in 2000 and is headquartered in Fort Worth, Texas....",2020-12-26
253,FUBO,1330 Avenue of the Americas,New York,NY,10019,United States,http://www.fubo.tv,Broadcasting,Communication Services,"fuboTV Inc. operates a live TV streaming platform for live sports events, news, and entertainment content in Europe and the United States. Its platform allows customers to access content through streaming devices, as well as on SmartTVs, mobile phones, tablets, and computers. The company is headquartered in New York, New York....",2020-12-26
254,FULC,26 Landsdowne Street,Cambridge,MA,02139,United States,http://www.fulcrumtx.com,Biotechnology,Healthcare,"Fulcrum Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on developing products for improving the lives of patients with genetically defined diseases in the areas of high unmet medical need in the United States. Its product candidates are losmapimod, a small molecule that is in Phase 2b clinical trial for the treatment of facioscapulohumeral muscular dystrophy, a rare, progressive, and disabling muscle wasting disorder that leads to significant physical impairments and disability; and FTX-6058, a small molecule designed to upregulate fetal hemoglobin in patients with sickle cell disease and Ã-thalassemia. The company is also discovering drug targets for the treatments of duchenne muscular dystrophy, friedreich ataxia, myotonic dystrophy 1, and a-synucleinopathies, as well as neurological and pulmonary diseases. Fulcrum Therapeutics, Inc. has research and discovery collaboration agreement with Acceleron Pharma Inc. to identify biological targets to modulate ...",2020-12-26
255,FUSN,270 Longwood Road South,Hamilton,ON,L8P 0A6,Canada,http://fusionpharma.com,Biotechnology,Healthcare,"Fusion Pharmaceuticals Inc., a clinical-stage oncology company, focuses on developing radiopharmaceuticals as precision medicines. The company has developed Targeted Alpha Therapies platform together with its proprietary Fast-Clear linker technology to enable us to connect alpha particle emitting isotopes to antibodies and other targeting molecules in order to selectively deliver the alpha particle payloads to tumors. Its lead product candidate is FPI-1434 that is in Phase 1 clinical trials as a monotherapy in patients with solid tumors expressing insulin-like growth factor 1 receptor. The company is also conducting additional preclinical studies of FPI-1434 in combination with approved checkpoint inhibitors and DNA damage response inhibitors to further assess the anti-tumor activity, and dosing schedule and pharmacodynamics of the combinations. In addition, it is progressing its earlier-stage product candidate, FPI-1966 into clinical development for the treatment of head and neck...",2020-12-26
256,FVAM,501 Second Street,San Francisco,CA,94107,United States,,Shell Companies,Financial Services,"5:01 Acquisition Corp. intends to enter into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization or other similar business combination with one or more businesses or entities. The company was founded in 2020 and is based in San Francisco, California....",2020-12-26
257,FVCB,11325 Random Hills Road,Fairfax,VA,22030,United States,http://www.fvcbank.com,Banks—Regional,Financial Services,"FVCBankcorp, Inc. operates as the holding company for FVCbank that provides various banking products and services in Virginia. It offers deposit products, including interest and noninterest-bearing transaction accounts, checking and savings accounts, money market accounts, and certificates of deposit. The company also provides commercial real estate loans; commercial construction loans; commercial loans for various business purposes, such as for working capital, equipment purchases, lines of credit, and government contract financing; SBA loans; asset based loans and accounts receivable financing; home equity loans; and consumer loans. In addition, it offers business and consumer credit cards; merchant services; business insurance products; and online banking, remote deposit, and mobile banking services. The company serves the banking needs of commercial businesses, nonprofit organizations, professional service entities, and their respective owners and employees located in the grea...",2020-12-26
258,FVRR,8 Eliezer Kaplan Street,Tel Aviv,,6473409,Israel,http://www.fiverr.com,Internet Content & Information,Communication Services,"Fiverr International Ltd. operates an online marketplace worldwide. Its platform enables sellers to sell their services and buyers to buy them. The company's platform includes approximately 300 categories in eight verticals, including graphic and design, digital marketing, writing and translation, video and animation, music and audio, programming and technology, business, and lifestyle. It also offer And.Co, a platform for online back office service to assist freelancers with invoicing, contracts and task management; Fiverr Learn, an online learning platform with original course content in categories such as graphic design, branding, digital marketing, and copywriting; and ClearVoice, a subscription based content marketing platform for medium to large businesses. Its buyers include businesses of various sizes, as well as sellers comprise a group of freelancers and small businesses. The company was founded in 2010 and is headquartered in Tel Aviv, Israel....",2020-12-26
259,GAN,400 Spectrum Center Drive,Irvine,CA,92618,United States,http://www.gan.com,Gambling,Consumer Cyclical,"GAN Limited operates as a business-to-business supplier of internet gambling software-as-a-service solutions to online casino gaming and online sports betting applications in the United States. It offers and licenses GameSTACK, a proprietary internet gambling enterprise software system as a turnkey technology solution for regulated real-money internet gambling, encompassing internet gaming, internet sports gaming, and virtual simulated gaming. The company also offer a range of professional and managed services designed to deploy and provide ongoing operational support for its software systems. It serves regional operators and individual tribal casino operators. The company was founded in 2002 and is based in Irvine, California....",2020-12-26
260,GATO,8400 East Crescent Parkway,Greenwood Village,CO,80111,United States,http://www.gatossilver.com,Other Precious Metals & Mining,Basic Materials,"Gatos Silver, Inc. engages in the exploration, development, and production of precious metals. It primarily explores for silver ores. The company also explores for zinc, lead, and gold ores. Its flagship asset is the Cerro Los Gatos mine located at the Los Gatos District in Chihuahua state, Mexico. The company was formerly known as Sunshine Silver Mining & Refining Corporation and changed its name to Gatos Silver, Inc. in October 2020. Gatos Silver, Inc. is based in Greenwood Village, Colorado....",2020-12-26
261,GBIO,301 Binney Street,Cambridge,MA,02142,United States,http://generationbio.com,Biotechnology,Healthcare,"Generation Bio Co., a genetic medicines company, develops gene therapies for the treatment of rare and prevalent diseases. The company is developing a portfolio of eight programs for rare and prevalent diseases of the liver and retina. It also focuses on the diseases of skeletal muscle, central nervous system, and oncology. The company was formerly known as Torus Therapeutics, Inc. and changed its name to Generation Bio Co. in November 2017. Generation Bio Co. was founded in 2016 and is headquartered in Cambridge, Massachusetts....",2020-12-26
262,GBS,708 3rd Avenue,New York,NY,10017,United States,http://www.gbs.inc,Medical Devices,Healthcare,"GBS Inc. operates as a biosensor diagnostic technology company. Its principal product is Saliva Glucose Biosensor, a saliva glucose monitoring system for diabetes management. The company also focuses on developing other diagnostic tests in the areas of biochemistry, tumor markers, immunology, hormones, and other biomarkers. It operates in Mainland China, Hong Kong, Vietnam, and Bangladesh. The company was formerly known as Glucose Biosensor Systems (Greater China) Holdings, Inc. and changed its name to GBS Inc. in September 2019. The company was founded in 2016 and is headquartered in New York, New York. GBS Inc. is a subsidiary of Life Science Biosensor Diagnostics Pty Ltd....",2020-12-26
263,GDRX,233 Wilshire Boulevard,Santa Monica,CA,90401,United States,http://www.goodrx.com,Health Information Services,Healthcare,"GoodRx Holdings, Inc. is a holding company. The company, through its subsidiaries, owns and operates a prescription drug price comparison platform using data from local and mail-order pharmacies in the United States. It also provides pharmacy coupons to customers. The company offers generic and brand name pricing; alerts clients on manufacturer co-pay cards, pharmacy discounts, and state discount programs; and provides tips on slashing drug prices. It provides prices of drugs in areas of alcohol dependence, allergies, cold, Alzheimer's disease, angina, antibiotics, anticoagulant, antiviral, antiplatelet, anxiety, arrhythmia, arrhythmia, asthma, bipolar disorder, birth control, cancer, cerebral hemorrhage, cholesterol, COPD, depression, dermatology, diabetes, ear, enlarged prostate, epilepsy, eye, fertility, fibromyalgia, flu, gastrointestinal, heart failure, hypertension, hypotension, immune system, insomnia, medical supplies, men's health, mental health, migraine, myasthenia grav...",2020-12-26
